0.5	10	0	550	332	False	
1.0	20	0	550	332	False	
1.5	30	0	550	332	False	
2.0	40	0	550	332	False	
2.5	50	0	550	332	False	
3.0	60	0	550	332	False	
3.5	70	0	550	332	False	
4.0	80	0	550	332	False	
4.5	90	0	550	332	False	
5.0	100	0	550	332	False	
5.5	110	0	550	332	False	
6.0	120	0	550	332	False	
6.5	130	0	550	332	False	
7.0	140	0	550	332	False	
7.5	150	0	550	332	False	
8.0	160	0	550	332	False	
8.5	170	0	550	332	False	
9.0	180	0	550	332	False	
9.5	190	0	550	332	False	
10.0	200	0	550	332	False	
10.5	210	0	550	332	False	
11.0	220	0	550	332	False	
11.5	230	0	550	332	False	
12.0	240	0	550	332	False	
12.5	250	0	550	332	False	
13.0	260	0	550	332	False	
13.5	270	0	550	332	False	
14.0	280	0	550	332	False	
14.5	290	0	550	332	False	
15.0	300	0	550	332	False	
15.5	310	0	550	332	False	
16.0	320	0	550	332	False	
16.5	330	0	550	332	False	
17.0	340	0	550	332	False	
17.5	350	0	550	332	False	
18.0	360	0	550	332	False	
18.5	370	0	550	332	False	
19.0	380	0	550	332	False	
19.5	390	0	550	332	False	
20.0	400	0	550	332	False	
20.5	410	0	574	289	False	
21.0	420	0	568	286	False	
21.5	430	0	563	290	False	
22.0	440	0	560	294	False	
22.5	450	0	560	294	False	
23.0	460	0	568	304	False	
23.5	470	0	568	304	False	
24.0	480	0	568	304	False	
24.5	490	0	568	304	False	
25.0	500	0	568	304	False	
25.5	510	0	568	304	False	
26.0	520	0	568	304	False	
26.5	530	0	443	275	False	
27.0	540	0	414	276	False	
27.5	550	0	392	276	False	
28.0	560	0	378	276	False	
28.5	570	0	368	277	False	
29.0	580	0	368	277	False	
29.5	590	0	368	277	False	
30.0	600	0	368	277	False	
30.5	610	0	368	277	False	
31.0	620	0	368	277	False	
31.5	630	0	368	277	False	
32.0	640	0	368	277	False	
32.5	650	0	258	250	False	
33.0	660	0	246	244	False	
33.5	670	0	234	227	False	
34.0	680	0	227	215	False	
34.5	690	0	225	202	False	
35.0	700	0	225	197	False	
35.5	710	0	225	202	False	
36.0	720	0	223	197	False	
36.5	730	0	234	197	False	
37.0	740	0	240	194	False	
37.5	750	0	245	195	False	
38.0	760	0	245	196	False	
38.5	770	0	247	192	False	
39.0	780	0	247	192	False	
39.5	790	0	254	197	False	
40.0	800	0	262	200	False	
40.5	810	0	255	197	False	
41.0	820	0	231	192	False	
41.5	830	0	209	190	False	
42.0	840	0	190	182	False	
42.5	850	0	190	190	False	
43.0	860	0	178	194	False	
43.5	870	0	170	194	False	
44.0	880	0	160	190	False	
44.5	890	0	135	177	False	
45.0	900	0	119	178	False	
45.5	910	0	121	181	False	
